rep,arm,k,auc,n,p
11,cfs_cg,4,0.8207764751105131,581,11
11,vanilla,6,0.8641168556601961,581,11
11,causal,6,0.8641168556601961,581,11
11,iamb_soft_cg,6,0.8641168556601961,581,11
11,iamb_soft_fz,6,0.8617464283426228,581,11
11,cfs_iamb,6,0.8199756550707924,581,11
11,cfs_hiton_mb,6,0.8189826382215388,581,11
11,cfs_cg,6,0.8207764751105131,581,11
11,vanilla,8,0.8633160356204754,581,11
11,causal,8,0.8633160356204754,581,11
11,iamb_soft_cg,8,0.8633160356204754,581,11
11,iamb_soft_fz,8,0.8633160356204754,581,11
11,cfs_iamb,8,0.8199756550707924,581,11
11,cfs_hiton_mb,8,0.8189826382215388,581,11
11,cfs_cg,8,0.8207764751105131,581,11
11,vanilla,10,0.8622269203664552,581,11
11,causal,10,0.8623230187712217,581,11
11,iamb_soft_cg,10,0.8633160356204754,581,11
11,iamb_soft_fz,10,0.8610096739060799,581,11
11,cfs_iamb,10,0.8199756550707924,581,11
11,cfs_hiton_mb,10,0.8189826382215388,581,11
11,cfs_cg,10,0.8207764751105131,581,11
12,vanilla,2,0.8201037862771479,581,11
12,causal,2,0.8201037862771479,581,11
12,iamb_soft_cg,2,0.8201037862771479,581,11
12,iamb_soft_fz,2,0.8201037862771479,581,11
12,cfs_iamb,2,0.8232430008328528,581,11
12,cfs_hiton_mb,2,0.8232430008328528,581,11
12,cfs_cg,2,0.8346466781984753,581,11
12,vanilla,4,0.8498622589531681,581,11
12,causal,4,0.8498622589531681,581,11
12,iamb_soft_cg,4,0.8498622589531681,581,11
12,iamb_soft_fz,4,0.8408930745082965,581,11
12,cfs_iamb,4,0.8329809725158563,581,11
12,cfs_hiton_mb,4,0.8214171311422898,581,11
12,cfs_cg,4,0.8346466781984753,581,11
12,vanilla,6,0.8647254788903838,581,11
12,causal,6,0.864501249279262,581,11
12,iamb_soft_cg,6,0.8647254788903838,581,11
12,iamb_soft_fz,6,0.857101672112243,581,11
12,cfs_iamb,6,0.8329809725158563,581,11
12,cfs_hiton_mb,6,0.8214171311422898,581,11
12,cfs_cg,6,0.8346466781984753,581,11
12,vanilla,8,0.8684733166762766,581,11
12,causal,8,0.8724774168748799,581,11
12,iamb_soft_cg,8,0.8724774168748799,581,11
12,iamb_soft_fz,8,0.8724774168748799,581,11
12,cfs_iamb,8,0.8329809725158563,581,11
12,cfs_hiton_mb,8,0.8214171311422898,581,11
12,cfs_cg,8,0.8346466781984753,581,11
12,vanilla,10,0.8718367608431034,581,11
12,causal,10,0.8718367608431034,581,11
12,iamb_soft_cg,10,0.8718367608431034,581,11
12,iamb_soft_fz,10,0.8715164328272151,581,11
12,cfs_iamb,10,0.8329809725158563,581,11
12,cfs_hiton_mb,10,0.8214171311422898,581,11
12,cfs_cg,10,0.8346466781984753,581,11
13,vanilla,2,0.8039272214747901,581,11
13,causal,2,0.8039272214747901,581,11
13,iamb_soft_cg,2,0.8039272214747901,581,11
13,iamb_soft_fz,2,0.8039272214747901,581,11
13,cfs_iamb,2,0.8010442693317958,581,11
13,cfs_hiton_mb,2,0.8010442693317958,581,11
13,cfs_cg,2,0.8010442693317958,581,11
13,vanilla,4,0.8489012749055032,581,11
13,causal,4,0.8489012749055032,581,11
13,iamb_soft_cg,4,0.8489012749055032,581,11
13,iamb_soft_fz,4,0.8399000576590429,581,11
13,cfs_iamb,4,0.8085399449035813,581,11
13,cfs_hiton_mb,4,0.8001153180857198,581,11
13,cfs_cg,4,0.8001153180857198,581,11
13,vanilla,6,0.8454096995323211,581,11
13,causal,6,0.8454096995323211,581,11
13,iamb_soft_cg,6,0.8527131782945737,581,11
13,iamb_soft_fz,6,0.8497981933499904,581,11
13,cfs_iamb,6,0.807130501633673,581,11
13,cfs_hiton_mb,6,0.8001153180857198,581,11
13,cfs_cg,6,0.8001153180857198,581,11
13,vanilla,8,0.8531616375168172,581,11
13,causal,8,0.8531616375168172,581,11
13,iamb_soft_cg,8,0.8648536100967391,581,11
13,iamb_soft_fz,8,0.8510795054135435,581,11
13,cfs_iamb,8,0.807130501633673,581,11
13,cfs_hiton_mb,8,0.8001153180857198,581,11
13,cfs_cg,8,0.8001153180857198,581,11
13,vanilla,10,0.8641809212633736,581,11
13,causal,10,0.8641809212633736,581,11
13,iamb_soft_cg,10,0.8651739381126274,581,11
13,iamb_soft_fz,10,0.8531936703184061,581,11
13,cfs_iamb,10,0.807130501633673,581,11
13,cfs_hiton_mb,10,0.8001153180857198,581,11
13,cfs_cg,10,0.8001153180857198,581,11
14,vanilla,2,0.8321481196745468,581,11
14,causal,2,0.8321481196745468,581,11
14,iamb_soft_cg,2,0.8321481196745468,581,11
14,iamb_soft_fz,2,0.8321481196745468,581,11
14,cfs_iamb,2,0.8283682490870651,581,11
14,cfs_hiton_mb,2,0.8283682490870651,581,11
14,cfs_cg,2,0.8435197642385803,581,11
14,vanilla,4,0.8699468255493625,581,11
14,causal,4,0.8699468255493625,581,11
14,iamb_soft_cg,4,0.8699468255493625,581,11
14,iamb_soft_fz,4,0.8699468255493625,581,11
14,cfs_iamb,4,0.8452815683259658,581,11
14,cfs_hiton_mb,4,0.8303542827855724,581,11
14,cfs_cg,4,0.8499583573579346,581,11
14,vanilla,6,0.8727657120891793,581,11
14,causal,6,0.8727657120891793,581,11
14,iamb_soft_cg,6,0.8727657120891793,581,11
14,iamb_soft_fz,6,0.8708437439938498,581,11
14,cfs_iamb,6,0.8452815683259658,581,11
14,cfs_hiton_mb,6,0.8303542827855724,581,11
14,cfs_cg,6,0.8499583573579346,581,11
14,vanilla,8,0.8760010250496509,581,11
14,causal,8,0.8760010250496509,581,11
14,iamb_soft_cg,8,0.8760010250496509,581,11
14,iamb_soft_fz,8,0.8760010250496509,581,11
14,cfs_iamb,8,0.8452815683259658,581,11
14,cfs_hiton_mb,8,0.8303542827855724,581,11
14,cfs_cg,8,0.8499583573579346,581,11
14,vanilla,10,0.8760650906528286,581,11
14,causal,10,0.8777307963354476,581,11
14,iamb_soft_cg,10,0.8777307963354476,581,11
14,iamb_soft_fz,10,0.8777307963354476,581,11
14,cfs_iamb,10,0.8452815683259658,581,11
14,cfs_hiton_mb,10,0.8303542827855724,581,11
14,cfs_cg,10,0.8499583573579346,581,11
15,vanilla,2,0.8441604202703569,581,11
15,causal,2,0.8441604202703569,581,11
15,iamb_soft_cg,2,0.8441604202703569,581,11
15,iamb_soft_fz,2,0.8441604202703569,581,11
15,cfs_iamb,2,0.8262540841822026,581,11
15,cfs_hiton_mb,2,0.8262540841822026,581,11
15,cfs_cg,2,0.8262540841822026,581,11
15,vanilla,4,0.8798129284387213,581,11
15,causal,4,0.8798129284387213,581,11
15,iamb_soft_cg,4,0.869498366327119,581,11
15,iamb_soft_fz,4,0.8798129284387213,581,11
15,cfs_iamb,4,0.835992055865206,581,11
15,cfs_hiton_mb,4,0.835992055865206,581,11
15,cfs_cg,4,0.8428791082068039,581,11
15,vanilla,6,0.8772823371132039,581,11
15,causal,6,0.8772823371132039,581,11
15,iamb_soft_cg,6,0.8772823371132039,581,11
15,iamb_soft_fz,6,0.8772823371132039,581,11
15,cfs_iamb,6,0.8483887500800822,581,11
15,cfs_hiton_mb,6,0.835992055865206,581,11
15,cfs_cg,6,0.8428791082068039,581,11
15,vanilla,8,0.8811903389070408,581,11
15,causal,8,0.8811903389070408,581,11
15,iamb_soft_cg,8,0.8816708309308732,581,11
15,iamb_soft_fz,8,0.8767377794861939,581,11
15,cfs_iamb,8,0.8483887500800822,581,11
15,cfs_hiton_mb,8,0.835992055865206,581,11
15,cfs_cg,8,0.8428791082068039,581,11
15,vanilla,10,0.8786917803831122,581,11
15,causal,10,0.8786917803831122,581,11
15,iamb_soft_cg,10,0.8773464027163815,581,11
15,iamb_soft_fz,10,0.8786917803831122,581,11
15,cfs_iamb,10,0.8483887500800822,581,11
15,cfs_hiton_mb,10,0.835992055865206,581,11
15,cfs_cg,10,0.8428791082068039,581,11
16,vanilla,2,0.7981613171888013,581,11
