seed,arm,mu_rel,auc_source,auc_TX,auc_FL
7,causal_ce,32.0,0.6882622836937644,0.7478212760455891,0.7233169383679215
7,causal_icp,0.5,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,1.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,2.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,4.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,8.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,16.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,causal_icp,32.0,0.6882973070504068,0.7486946537232184,0.7265329892555846
7,cfs_iamb,,0.6870994813380684,0.7462815712029751,0.7287491825247722
7,cfs_hiton_mb,,0.6854712821596673,0.7501492342437867,0.7286412950101134
7,cfs_cg,,0.6438039173809447,0.6771305401746265,0.6762516428006549
